# (c) Die Bundeswahlleiterin (im Auftrag der Herausgebergemeinschaft), Wiesbaden 2025
# Bundestagswahl 2025, Zweitstimmen nach Gemeinden (Wahlbezirksstatistik, gemeinsam ausgezählte Briefwahl anteilig verteilt, geschätzt)
Gemeindeschlüssel;Gemeinde;Wahlberechtigte;Wählende;Gültige · Zweitstimmen;CDU · Zweitstimmen;CSU · Zweitstimmen;SPD · Zweitstimmen;AfD · Zweitstimmen;GRÜNE · Zweitstimmen;FDP · Zweitstimmen;Die Linke · Zweitstimmen;BSW · Zweitstimmen;FREIE WÄHLER · Zweitstimmen;Übrige · Zweitstimmen;Briefwahl;Auszählungseinheit;Enthält
07231072;Kröv;1705;1426,2;1414,5;536,9;0;226,6;247,6;110,4;117,1;61,4;38,6;35,9;40;anteilig geschätzt;VG Traben-Trarbach, Wkr 201;
07231074;Laufeld;396;347,2;345,6;157,7;0;50;52,2;28,6;19;12;7,4;13,7;5;anteilig geschätzt;VG Wittlich-Land;
07231075;Lieser;912;754,6;751,5;289,6;0;129,4;115,4;59,1;48,9;33,1;23;30,1;22,9;anteilig geschätzt;VG Bernkastel-Kues;
07231076;Lösnich;359;323,3;318,9;122;0;50,3;51,4;27,7;19,8;17,1;9,4;14;7,2;anteilig geschätzt;VG Bernkastel-Kues;
07231077;Longkamp;895;762,5;761,6;281,8;0;132;129,1;51,6;46,8;37,3;33,8;24;25,2;anteilig geschätzt;VG Bernkastel-Kues;
07231078;Lückenburg;83;72,4;72,3;15,3;0;8;17;12,8;3,7;7,7;4,8;2,5;0,5;anteilig geschätzt;VG Thalfang am Erbeskopf;
07231079;Malborn;1043;890,2;878,3;252,1;0;184;231,9;41,1;41,5;43,6;42,3;21,4;20,4;anteilig geschätzt;VG Thalfang am Erbeskopf;
07231080;Manderscheid, Stadt;1049;863,1;857;326,3;0;146,4;158,7;71,8;30,2;43;28,9;29,1;22,6;anteilig geschätzt;VG Wittlich-Land;Dierfeld
07231081;Maring-Noviand;1146;997,2;989,7;384,8;0;183,7;147,1;86,4;47,9;49;36,4;25,2;29,2;anteilig geschätzt;VG Bernkastel-Kues;
07231082;Meerfeld;260;234,3;233,9;106;0;33,8;28,5;21;12,1;7,1;7,7;9,9;7,8;anteilig geschätzt;VG Wittlich-Land;
07231083;Merschbach;365;322,7;319,7;129,8;0;50;65,4;17,8;21,2;11,9;10,9;7,4;5,3;gemeinsam ausgezählt;VG Thalfang am Erbeskopf;
07231085;Minderlittgen;504;435;431,2;157,6;0;66,6;91,2;28,5;17,1;23;13,2;20,7;13,3;anteilig geschätzt;VG Wittlich-Land;
07231086;Minheim;365;329,1;328,7;144,4;0;46,3;55,8;23,3;21,7;11,4;7,8;10,4;7,6;anteilig geschätzt;VG Bernkastel-Kues;
07231087;Monzelfeld;996;878,2;874,1;301,4;0;175,5;142,2;84,4;48,6;35,3;29,9;28;28,8;anteilig geschätzt;VG Bernkastel-Kues;
07231090;Mülheim an der Mosel;714;613,3;610,6;222,6;0;118,2;90,1;51,6;45;29,7;20,7;18,1;14,6;anteilig geschätzt;VG Bernkastel-Kues;
07231092;Neumagen-Dhron;1679;1389,6;1379,8;499,2;0;232,2;252;104,6;77,5;69,2;63,4;42,1;39,6;anteilig geschätzt;VG Bernkastel-Kues;
07231093;Neunkirchen;121;111,4;110,1;34,2;0;22,7;7,2;11;5,8;14,8;10;2,4;2;anteilig geschätzt;VG Thalfang am Erbeskopf;
07231095;Niederöfflingen;327;286,5;285;113,3;0;50,2;47,8;24,5;13,9;11,9;8,4;9,7;5,3;anteilig geschätzt;VG Wittlich-Land;
07231096;Niederscheidweiler;207;173,8;169,5;75,6;0;28,2;24,5;7,5;5,8;5,8;7,5;7,7;6,9;anteilig geschätzt;VG Wittlich-Land;
07231100;Oberöfflingen;220;193,5;192,1;73,8;0;31,3;38,1;10,8;8;8;6,6;7,8;7,7;anteilig geschätzt;VG Wittlich-Land;
07231101;Oberscheidweiler;143;131,5;131,4;62,3;0;26,7;14;7,5;1,3;5,3;3,2;7,3;3,8;anteilig geschätzt;VG Wittlich-Land;
07231103;Osann-Monzel;1268;1095,2;1087,6;403,2;0;181,1;207,8;82,1;47,5;55,3;43,8;36,3;30,5;anteilig geschätzt;VG Wittlich-Land;
07231104;Pantenburg;194;174,3;173,9;80,2;0;29,3;27;10,4;3,3;9,3;3;7,2;4,2;anteilig geschätzt;VG Wittlich-Land;
07231105;Piesport;1606;1365,7;1357,8;535;0;234,9;205,1;95,5;90,8;56,8;55,2;52,7;31,8;anteilig geschätzt;VG Bernkastel-Kues;
07231107;Platten;635;551,1;548;225,9;0;89,8;90;39,5;18,6;26,5;23,5;21,1;13,1;anteilig geschätzt;VG Wittlich-Land;
07231108;Plein;483;431,8;428;161,8;0;76,2;69,6;35,8;22,2;27,1;10,3;14,8;10,2;anteilig geschätzt;VG Wittlich-Land;
07231110;Reil;749;648,9;644,2;235,4;0;129,7;97,2;61,7;39,3;31,5;15,3;12,9;21,2;anteilig geschätzt;VG Traben-Trarbach, Wkr 201;
07231111;Rivenich;552;467,1;463,2;153,9;0;99;100,6;30;14,8;18,7;20,9;13,4;11,9;anteilig geschätzt;VG Wittlich-Land;
07231112;Rorodt;45;42,5;41,4;12,4;0;8,3;7,6;4,6;3,6;1,5;0,6;2,4;0,4;anteilig geschätzt;VG Thalfang am Erbeskopf;
07231113;Salmtal;1962;1681,2;1671,6;655,7;0;288,5;243,5;150,2;76,4;90;56,6;65,6;45,1;anteilig geschätzt;VG Wittlich-Land;
07231114;Schladt;108;95;94,8;39,6;0;10,6;21,3;4,4;6,8;5,7;2,6;2,7;1,1;anteilig geschätzt;VG Wittlich-Land;
07231115;Schönberg;187;159,5;157;58,7;0;29,1;32,2;9,1;4,9;5,8;8,2;2,2;6,8;anteilig geschätzt;VG Thalfang am Erbeskopf;
07231117;Sehlem;746;649,1;643,8;245,6;0;111,1;122,9;42,6;31,3;28,1;25,9;22,6;13,7;anteilig geschätzt;VG Wittlich-Land;
07231120;Starkenburg;180;159,1;158,8;62,2;0;34,6;19,6;13,3;9,3;8,2;5,4;2;4,2;anteilig geschätzt;VG Traben-Trarbach, Wkr 199;
07231122;Talling;170;150,5;149;47,7;0;33,1;33,2;7,1;5,9;4,8;8,2;4,2;4,8;anteilig geschätzt;VG Thalfang am Erbeskopf;
07231123;Thalfang;1450;1193,1;1185,8;363,9;0;240;232,3;71,2;68,9;77,5;59,5;42,5;30;anteilig geschätzt;VG Thalfang am Erbeskopf;
07231124;Traben-Trarbach, Stadt;3840;3099,3;3078,1;1005,3;0;653,7;494,9;290,3;164,8;181,6;106;72,3;109,2;anteilig geschätzt;VG Traben-Trarbach, Wkr 199;
07231125;Ürzig;651;545,5;543,8;216,3;0;90,9;82,8;39,5;37,4;33,7;15,9;16,3;11;anteilig geschätzt;VG Bernkastel-Kues;
07231126;Veldenz;712;608,3;607,4;205,6;0;129,1;103,5;51,3;37,8;33,6;18,2;13,5;14,8;anteilig geschätzt;VG Bernkastel-Kues;
07231127;Wallscheid;263;234,7;232,3;80,3;0;36,6;49,6;20,4;11,9;11,8;4,5;5,7;11,5;anteilig geschätzt;VG Wittlich-Land;
07231132;Willwerscheid;396;342,1;338,7;118;0;53,2;73;22,7;19,8;15,6;15,8;5,4;15,2;gemeinsam ausgezählt;VG Traben-Trarbach, Wkr 201;
07231133;Wintrich;719;628,9;626,1;238,1;0;105,8;92;47,3;44,5;40,1;22;18,4;17,9;anteilig geschätzt;VG Bernkastel-Kues;
07231134;Wittlich, Stadt;13095;10072;9974;3116;0;1845;1893;1069;428;605;540;210;268;eigene Auszählung;;
07231136;Zeltingen-Rachtig;1680;1481,7;1474,4;587,1;0;265,8;191;125,2;89,3;78,4;44,4;48,5;44,7;anteilig geschätzt;VG Bernkastel-Kues;
07231202;Breit;251;230,7;229,2;87;0;44,7;40,7;14,1;10,8;13,6;10,1;4,9;3,3;anteilig geschätzt;VG Thalfang am Erbeskopf;
07231203;Büdlich;159;145;144,7;48,7;0;27,4;21,4;5,4;7,3;11,2;11,5;7,7;4,1;anteilig geschätzt;VG Thalfang am Erbeskopf;
07231204;Heidenburg;532;465,3;460,8;126,8;0;90,7;105,4;28,8;24,1;30,6;24,9;13,6;15,9;anteilig geschätzt;VG Thalfang am Erbeskopf;
07231206;Lötzbeuren;354;304,5;303,9;79,3;0;67,9;65,6;30;13,2;21,2;8,7;5,8;12,2;anteilig geschätzt;VG Traben-Trarbach, Wkr 199;
07231501;Irmenach;502;435,5;431,4;145,9;0;116,4;54,8;49,8;16,8;17,7;12,1;8,7;9,2;anteilig geschätzt;VG Traben-Trarbach, Wkr 199;
07231502;Morbach;8230;6872;6828;2372;0;1127;1400;403;322;437;275;344;148;eigene Auszählung;;
07231503;Landscheid;1531;1215,6;1208,1;438;0;198;271,2;78,9;53,4;50,1;44,7;44,1;29,7;anteilig geschätzt;VG Wittlich-Land;
07231504;Niersbach;510;459,2;454,3;175,2;0;82,6;95,3;25,9;11,8;15,7;18,8;16,3;12,7;anteilig geschätzt;VG Wittlich-Land;
07232001;Affler;125;111,2;109;62,4;0;17,4;8;6;2,6;2,7;3,4;3,7;2,8;gemeinsam ausgezählt;VG Südeifel;
07232002;Alsdorf;353;313,2;311,3;110,4;0;51,4;54,6;26;9,9;11,4;11;29,5;7,1;gemeinsam ausgezählt;VG Südeifel;Kaschenbach
07232003;Altscheid;74;67,3;65,2;19,8;0;8,9;5,6;3,2;0,6;1,7;4,5;20,5;0,4;anteilig geschätzt;VG Südeifel;
07232004;Ammeldingen an der Our;184;154,9;154,7;60,9;0;23,6;22,7;9,5;11,8;10;2,6;10,4;3,2;gemeinsam ausgezählt;VG Südeifel;
07232005;Ammeldingen bei Neuerburg;186;133,5;131,2;54,5;0;18,5;16,7;13,2;4,2;8,4;2,9;11,3;1,5;anteilig geschätzt;VG Südeifel;
07232006;Auw an der Kyll;91;82,1;82;24,4;0;9,5;25,3;2,1;1,8;1,8;3,7;11,7;1,7;anteilig geschätzt;VG Speicher;
07232007;Badem;1002;870;862,6;298,4;0;147,9;167,9;45,4;26,6;40,9;25,4;93,7;16,4;anteilig geschätzt;VG Bitburger Land;
07232008;Bauler;125;111,2;109;62,4;0;17,4;8;6;2,6;2,7;3,4;3,7;2,8;gemeinsam ausgezählt;VG Südeifel;
07232009;Baustert;498;428,6;427,9;165;0;54,3;67,9;31,5;20,6;14,8;13,4;49,6;10,8;anteilig geschätzt;VG Bitburger Land;Feilsdorf, Mülbach, Brimingen
07232010;Beilingen;296;230,9;227,5;95,1;0;41,7;29,6;15,5;11,7;6,7;4,9;17,9;4,4;anteilig geschätzt;VG Speicher;
07232011;Berkoth;141;121;119,7;39,6;0;18,5;19,6;10,4;6,8;5,9;7,6;8,3;3;gemeinsam ausgezählt;VG Südeifel;Scheuern, Uppershausen
07232012;Berscheid;347;311;308,3;127,6;0;53,9;36,7;25,6;12,2;14,6;6,3;25,7;5,7;gemeinsam ausgezählt;VG Südeifel;
07232013;Bettingen;812;679,9;674,8;210,9;0;121,9;127,8;64,6;23;29,3;26,4;53,7;17,2;anteilig geschätzt;VG Bitburger Land;Wettlingen
07232014;Bickendorf;432;367,3;363,7;125,4;0;58,6;65;20,8;17;23,2;10;34,1;9,6;anteilig geschätzt;VG Bitburger Land;
07232015;Biersdorf am See;415;337,7;336,2;109,7;0;52,3;66;19,6;21,7;9,9;11,9;36,4;8,7;anteilig geschätzt;VG Bitburger Land;Hamm
07232016;Biesdorf;146;127;126,8;48,9;0;27,1;10,4;14,2;4,7;4,8;3,5;11,1;2,1;anteilig geschätzt;VG Südeifel;
07232018;Bitburg, Stadt;10655;8319;8273;2639;0;1391;1493;646;382;501;318;720;183;eigene Auszählung;;
07232019;Bollendorf;829;700,7;693,6;248;0;134,7;94,4;58,6;28,8;38;26,5;49,6;15;anteilig geschätzt;VG Südeifel;
07232020;Brecht;164;148,2;148,1;58,3;0;28;20,2;8,9;3,7;8,7;1,5;7,8;11;anteilig geschätzt;VG Bitburger Land;
07232022;Burg;60;54,2;53,2;21,1;0;5,1;4,7;9,3;1,7;1,7;0,6;8,6;0,4;gemeinsam ausgezählt;VG Südeifel;
07232024;Dahlem;219;200,7;199,4;65,4;0;35;26,7;18,3;9,1;14,2;8,7;15,9;6,1;anteilig geschätzt;VG Bitburger Land;
07232025;Dauwelshausen;55;49,2;48,2;18,1;0;5,1;4,7;1,3;1,7;2,7;0,6;13,6;0,4;anteilig geschätzt;VG Südeifel;
07232026;Dockendorf;156;144,4;142,2;53,3;0;31,2;14,6;13,2;9,4;4,5;3,1;11;1,9;anteilig geschätzt;VG Bitburger Land;
07232027;Dudeldorf;730;575;570,9;200,2;0;95,6;95,5;39,4;18;26,2;18,4;61,4;16,2;anteilig geschätzt;VG Bitburger Land;
07232028;Echternacherbrück;309;232;231,3;81,7;0;43,8;32,5;20;9,3;15,6;6,6;16,6;5,2;anteilig geschätzt;VG Südeifel;
07232029;Echtershausen;80;62,7;60,7;17,1;0;15;10,7;2,4;2,2;2,2;3,2;7,7;0,2;anteilig geschätzt;VG Bitburger Land;
07232030;Ehlenz;347;302,3;300,8;95,6;0;54,3;47,5;22,1;18,3;9,4;9,6;34,3;9,7;anteilig geschätzt;VG Bitburger Land;
07232031;Emmelbaum;66;64;63,9;24,3;0;19,2;4,3;2,7;0,9;2;2,8;6,2;1,5;anteilig geschätzt;VG Südeifel;
07232033;Ernzen;257;222,1;220,7;88,7;0;42,2;32,8;15,5;9,4;7,7;7;13,2;4,2;anteilig geschätzt;VG Südeifel;
07232034;Eßlingen;83;80;79,9;21,5;0;6,9;19,9;7,6;4,9;4,9;0,8;8,7;4,7;anteilig geschätzt;VG Bitburger Land;
07232037;Ferschweiler;604;477;475,1;136,9;0;112,1;78;40,3;13,1;31,5;23,1;28,8;11,3;anteilig geschätzt;VG Südeifel;
07232038;Fischbach-Oberraden;375;315,5;314,6;117,9;0;56,1;42,1;22,1;13,5;12;7,5;33,9;9,5;gemeinsam ausgezählt;VG Südeifel;
07232039;Fließem;553;485,5;483,6;166,9;0;92,8;75,3;26,4;19,6;20,9;17,3;49,8;14,6;anteilig geschätzt;VG Bitburger Land;
07232040;Geichlingen;347;311;308,3;127,6;0;53,9;36,7;25,6;12,2;14,6;6,3;25,7;5,7;gemeinsam ausgezählt;VG Südeifel;Berscheid
07232041;Gemünd;125;111,2;109;62,4;0;17,4;8;6;2,6;2,7;3,4;3,7;2,8;gemeinsam ausgezählt;VG Südeifel;
07232042;Gentingen;134;118,8;118,5;41;0;26,2;11,2;8,3;10,8;3;3,5;11,7;2,8;gemeinsam ausgezählt;VG Südeifel;
07232043;Gindorf;248;217,1;215,8;77,3;0;28,3;49,3;13,3;7,6;5,7;11,2;18,5;4,6;anteilig geschätzt;VG Bitburger Land;
07232044;Gondorf;198;170,7;170,6;49,2;0;28,8;49,5;6,6;5,1;9,1;2,8;16;3,5;anteilig geschätzt;VG Bitburger Land;
07232045;Halsdorf;180;163,7;163,5;57;0;25,8;22,5;10,3;7;13,1;6,7;15,8;5,3;anteilig geschätzt;VG Bitburger Land;Enzen, Olsdorf
07232047;Heilbach;90;80,6;79,4;24,1;0;16,7;12,3;6,9;3,1;2,2;2,8;9;2,3;anteilig geschätzt;VG Südeifel;
07232048;Heilenbach;85;69,2;67,2;20,4;0;10,9;12,2;1,2;6,7;2,7;4,6;7;1,5;anteilig geschätzt;VG Bitburger Land;
07232049;Herbstmühle;105;90,6;90,5;34,2;0;14,7;17,1;8,3;4,2;1,3;1,1;5,9;3,7;gemeinsam ausgezählt;VG Südeifel;
07232050;Herforst;891;730,1;725,8;246,8;0;130,3;175,2;43,2;23,7;27,6;23,3;39,9;15,8;anteilig geschätzt;VG Speicher;
07232053;Holsthum;442;389,4;388,4;135,9;0;87,7;47,6;21,9;17,5;22;14,4;28,2;13,2;anteilig geschätzt;VG Südeifel;
07232054;Hommerdingen;309;269,3;265,7;99,8;0;52,4;35,7;19,4;9;15,3;6,3;22,9;4,9;gemeinsam ausgezählt;VG Südeifel;
07232055;Hosten;141;126,5;126,3;45,8;0;29,5;21;5,1;5,3;3,3;3,9;9,8;2,6;anteilig geschätzt;VG Speicher;
07232056;Hütten;43;39,6;39,6;15,2;0;3,7;5,9;8,7;3,4;0,4;0,3;1,8;0,2;anteilig geschätzt;VG Südeifel;
07232057;Hütterscheid;111;88,4;87,2;30,8;0;14,3;14,7;3,6;5,5;1,5;2,3;12,3;2,2;anteilig geschätzt;VG Bitburger Land;
07232058;Hüttingen an der Kyll;249;220,5;218,1;58,3;0;41,5;53;13,2;5,2;8,3;7,6;26;5;anteilig geschätzt;VG Bitburger Land;
07232059;Hüttingen bei Lahr;110;92,8;91,5;33;0;19,2;11;6,7;6;5,1;1,7;5,7;3,1;anteilig geschätzt;VG Südeifel;
07232060;Idenheim;346;312,6;312;103,1;0;67,9;46,5;21,9;9,9;16;11;29,8;5,9;anteilig geschätzt;VG Bitburger Land;
07232061;Idesheim;316;280,1;279,7;102,9;0;38,2;49,2;17,9;16,6;10,7;6;33,1;5,1;anteilig geschätzt;VG Bitburger Land;
07232062;Ingendorf;176;153,8;153,6;53;0;25,3;25,2;15,1;4,9;8;4,6;15,5;2;anteilig geschätzt;VG Bitburger Land;
07232063;Irrel;1117;952,3;946,6;336;0;153,1;159,6;75,6;41,6;38,1;39,6;74;29;anteilig geschätzt;VG Südeifel;
07232064;Karlshausen;403;357;354;135,8;0;63,2;47,2;21,9;12,9;22,5;14,9;28,9;6,7;anteilig geschätzt;VG Südeifel;Leimbach, Scheitenkorb, Sevenig, Zweifelscheid
07232065;Kaschenbach;353;313,2;311,3;110,4;0;51,4;54,6;26;9,9;11,4;11;29,5;7,1;gemeinsam ausgezählt;VG Südeifel;
07232066;Keppeshausen;125;111,2;109;62,4;0;17,4;8;6;2,6;2,7;3,4;3,7;2,8;gemeinsam ausgezählt;VG Südeifel;
07232067;Körperich;739;615,7;611;218,9;0;125,3;73,6;48;29,3;29,3;23,5;45,3;17,8;anteilig geschätzt;VG Südeifel;
07232068;Koxhausen;126;106,2;105,9;41,3;0;18,4;13,2;9,6;3,4;3,6;7,1;7,8;1,5;gemeinsam ausgezählt;VG Südeifel;Muxerath, Nasingen
07232069;Kruchten;309;269,3;265,7;99,8;0;52,4;35,7;19,4;9;15,3;6,3;22,9;4,9;gemeinsam ausgezählt;VG Südeifel;Hommerdingen
07232070;Kyllburg, Stadt;629;497,8;496,9;163,6;0;87,4;92,2;35,5;18,3;22,5;13,9;49,5;14;anteilig geschätzt;VG Bitburger Land;
07232072;Lahr;137;121;120,7;45,6;0;21,5;13,6;9,4;11,8;1,9;6,6;8,3;2;anteilig geschätzt;VG Südeifel;
07232074;Ließem;63;56,1;55;17,8;0;6,6;19,7;1,5;0,8;0,9;0,7;4,5;2,5;anteilig geschätzt;VG Bitburger Land;
07232075;Malberg;425;323,9;322,3;92,7;0;51,8;67,6;19,4;13,6;15,7;15,8;37,1;8,6;anteilig geschätzt;VG Bitburger Land;
07232076;Malbergweich;287;254,3;249,8;84,6;0;40,3;48,5;15,1;14,3;6,4;7,6;27,3;5,7;anteilig geschätzt;VG Bitburger Land;
07232077;Meckel;308;276,1;275,6;96,5;0;50,8;35,9;26;9,4;13,5;8,6;28,4;6,5;anteilig geschätzt;VG Bitburger Land;
07232078;Menningen;135;122;121,7;43,6;0;26,5;10,6;7,4;2,8;11,9;1,6;12,3;5;anteilig geschätzt;VG Südeifel;
07232079;Messerich;458;401,1;399,4;137,7;0;69,3;62,5;35,7;13,1;19,3;13;39,3;9,5;anteilig geschätzt;VG Bitburger Land;Birtlingen
07232080;Mettendorf;813;714,5;711,6;253,7;0;124,3;85,2;73;25,4;42,4;24,4;67,8;15,4;anteilig geschätzt;VG Südeifel;
07232081;Metterich;403;349,9;346,3;116,5;0;55,4;64,3;27,9;14,4;12,6;11,5;29,5;14,2;anteilig geschätzt;VG Bitburger Land;
07232082;Minden;153;127,1;125,8;44,4;0;19;21,5;11,8;5,5;2,7;6,2;10,1;4,6;anteilig geschätzt;VG Südeifel;
07232084;Muxerath;126;106,2;105,9;41,3;0;18,4;13,2;9,6;3,4;3,6;7,1;7,8;1,5;gemeinsam ausgezählt;VG Südeifel;
07232086;Nattenheim;430;378,4;377,7;135,1;0;58,5;69,9;26,7;12,9;18,1;13;35;8,5;anteilig geschätzt;VG Bitburger Land;
07232087;Neidenbach;656;565;560,9;196,2;0;88,6;100,5;44,4;21;29,2;17,4;51,4;12,2;anteilig geschätzt;VG Bitburger Land;
07232088;Neuerburg, Stadt;888;660,1;653,4;235,7;0;108,7;115,7;38,3;28;33,9;26,2;52,4;14,5;anteilig geschätzt;VG Südeifel;
07232091;Niederstedem;231;201,5;199,2;68;0;26,4;37,9;15,1;14,1;7,2;3,6;21,9;5;anteilig geschätzt;VG Bitburger Land;Oberstedem
07232093;Niederweis;178;155,7;154,2;50;0;26,8;25,7;11,2;10,8;8,1;4,3;15,1;2,2;anteilig geschätzt;VG Südeifel;
07232094;Niehl;60;54,2;53,2;21,1;0;5,1;4,7;9,3;1,7;1,7;0,6;8,6;0,4;gemeinsam ausgezählt;VG Südeifel;Burg
07232095;Nusbaum;320;277,7;276,2;107,5;0;49,7;37,8;16,7;16,6;12,9;11;19;5;anteilig geschätzt;VG Südeifel;
07232098;Oberweiler;219;196,9;195,6;57,1;0;42,1;32,9;20,6;7,8;8,9;5,3;17;3,9;anteilig geschätzt;VG Bitburger Land;Niederweiler
07232099;Oberweis;433;362,4;359,9;117,7;0;70,5;47,9;32,5;17,1;22,2;7,3;34,5;10,2;anteilig geschätzt;VG Bitburger Land;
07232101;Orsfeld;129;107,5;107,3;31,3;0;16,7;21,2;6;3,3;3,4;4;17,7;3,7;anteilig geschätzt;VG Bitburger Land;
07232102;Utscheid;375;315,5;314,6;117,9;0;56,1;42,1;22,1;13,5;12;7,5;33,9;9,5;gemeinsam ausgezählt;VG Südeifel;Fischbach-Oberraden, Niederraden
07232103;Peffingen;146;131,8;130,6;46,7;0;17;23,9;11,6;3,9;4,1;3,7;13,6;6,1;anteilig geschätzt;VG Südeifel;
07232104;Philippsheim;80;74,5;74,4;22,2;0;22,4;9,3;2,9;3,3;2,3;3,1;6,8;2,1;anteilig geschätzt;VG Speicher;
07232105;Pickließem;226;197;196,7;86,1;0;25,6;23,6;13,4;5,7;5,8;7,2;26,7;2,6;anteilig geschätzt;VG Bitburger Land;
07232106;Plascheid;61;54,7;54,7;33,5;0;5,3;6,7;2,5;2,3;1,3;0,2;1,7;1,2;anteilig geschätzt;VG Südeifel;
07232107;Preist;558;490,7;488,8;203,5;0;86,9;84,2;21,3;16,4;13,3;14,7;36,9;11,6;anteilig geschätzt;VG Speicher;
07232108;Prümzurlay;369;321,4;318,7;114,3;0;63,2;45,8;14,9;14,8;17,2;9;27,9;11,6;anteilig geschätzt;VG Südeifel;
07232109;Rittersdorf;1057;894,9;893,3;312,1;0;122;180,9;56,7;32,5;38,9;32,1;100,3;17,8;anteilig geschätzt;VG Bitburger Land;
07232110;Rodershausen;105;90,6;90,5;34,2;0;14,7;17,1;8,3;4,2;1,3;1,1;5,9;3,7;gemeinsam ausgezählt;VG Südeifel;Herbstmühle
07232111;Röhl;349;294,6;293,1;108,3;0;48,9;55,5;20,2;9,9;12;8,2;25;5,1;anteilig geschätzt;VG Bitburger Land;
07232112;Roth an der Our;134;118,8;118,5;41;0;26,2;11,2;8,3;10,8;3;3,5;11,7;2,8;gemeinsam ausgezählt;VG Südeifel;Gentingen
07232113;Sankt Thomas;336;276,1;274,6;106,5;0;43,8;47,9;17;10,4;8,5;7,6;24,4;8,5;anteilig geschätzt;VG Bitburger Land;Usch, Zendscheid
07232114;Schankweiler;138;113,1;110,9;37,1;0;17,7;25,2;5,1;6,6;4,8;4,4;7,9;2,1;anteilig geschätzt;VG Südeifel;
07232115;Scharfbillig;94;88;87,8;39,4;0;10;10,9;5,3;4,9;2,9;2,7;9,5;2,2;anteilig geschätzt;VG Bitburger Land;
07232117;Scheuern;141;121;119,7;39,6;0;18,5;19,6;10,4;6,8;5,9;7,6;8,3;3;gemeinsam ausgezählt;VG Südeifel;
07232118;Schleid;302;249,8;248,4;97;0;34,1;46;16,3;7,8;10,9;10,2;21,8;4,3;anteilig geschätzt;VG Bitburger Land;
07232119;Seffern;432;357,5;356,9;124;0;56;64,5;27,5;10,8;17;11,9;36,6;8,6;anteilig geschätzt;VG Bitburger Land;Sefferweich
07232122;Sinspelt;279;231,1;229,5;80;0;38,4;35,1;19,2;10,3;13,6;5,8;21,4;5,7;anteilig geschätzt;VG Südeifel;
07232123;Speicher, Stadt;2596;2027,3;2018,6;661,8;0;366,2;445,6;95,3;96,1;98,7;70,2;134,6;50,1;anteilig geschätzt;VG Speicher;
07232124;Stockem;63;55;54,9;17,5;0;7,9;6,9;3,6;1,9;3,9;0,8;10,7;1,7;anteilig geschätzt;VG Bitburger Land;
07232125;Sülm;313;275,6;275,1;107,3;0;37,9;50,5;21,2;7,9;10;8,2;19;13,1;anteilig geschätzt;VG Bitburger Land;
07232126;Trimport;227;198,4;197,1;65,5;0;37;23,4;21,7;6,3;9,4;6,9;23,6;3,3;anteilig geschätzt;VG Bitburger Land;
07232127;Übereisenbach;125;111,2;109;62,4;0;17,4;8;6;2,6;2,7;3,4;3,7;2,8;gemeinsam ausgezählt;VG Südeifel;Affler, Bauler, Gemünd, Keppeshausen, Waldhof-Falkenstein
07232128;Uppershausen;141;121;119,7;39,6;0;18,5;19,6;10,4;6,8;5,9;7,6;8,3;3;gemeinsam ausgezählt;VG Südeifel;
07232130;Waldhof-Falkenstein;125;111,2;109;62,4;0;17,4;8;6;2,6;2,7;3,4;3,7;2,8;gemeinsam ausgezählt;VG Südeifel;
07232131;Wallendorf;184;154,9;154,7;60,9;0;23,6;22,7;9,5;11,8;10;2,6;10,4;3,2;gemeinsam ausgezählt;VG Südeifel;Ammeldingen an der Our
07232132;Weidingen;130;118,9;118,8;51;0;24,6;12,5;7,8;3;4;0,9;12,3;2,7;anteilig geschätzt;VG Südeifel;
07232134;Wiersdorf;214;194,2;193;78,9;0;29,6;25,9;11;10,5;4,5;3;25;4,6;anteilig geschätzt;VG Bitburger Land;
07232135;Wilsecker;155;131,7;129,6;37,2;0;22,8;31,5;9,6;6,1;4,1;2,8;13;2,5;anteilig geschätzt;VG Bitburger Land;Etteldorf
07232137;Wolsfeld;743;622,5;620,5;213,2;0;89,3;108,8;49,5;31,4;33,7;21,9;58,9;13,8;anteilig geschätzt;VG Bitburger Land;
07232201;Arzfeld;1088;898,4;889,7;380,1;0;126,6;134;54,8;42,3;38,6;30,5;59,7;23,1;anteilig geschätzt;VG Arzfeld;
07232202;Auw bei Prüm;467;412;408,2;181,5;0;61;60,1;30,5;22,1;11,2;9,2;26,3;6,3;anteilig geschätzt;VG Prüm;
07232203;Balesfeld;138;108,5;108,4;29,4;0;17,7;23,2;3,3;3,4;6,4;8,2;14,9;1,9;anteilig geschätzt;VG Bitburger Land;
07232206;Bleialf;893;747;737,2;268,3;0;124,9;121,2;62,7;33;35,9;28,2;49,1;13,9;anteilig geschätzt;VG Prüm;
07232207;Brandscheid;223;206,9;206,5;80;0;26,3;42,3;10,4;14,7;7,2;5,2;16,8;3,6;anteilig geschätzt;VG Prüm;
07232208;Buchet;184;161,8;161,5;53,1;0;30;38,8;10,3;7;4,7;3;10;4,6;anteilig geschätzt;VG Prüm;
07232209;Büdesheim;439;388,4;385,8;126,9;0;74,7;78,3;24,5;15,9;16,2;8,7;28,6;12;anteilig geschätzt;VG Prüm;
07232210;Burbach;516;441,4;438,7;144,1;0;66,5;92,9;26,7;17,9;21,1;15;38;16,5;anteilig geschätzt;VG Bitburger Land;
